,Diện tích,Số tầng,Đường vào,Loại đường vào,loai_duong_null_flag,duong_vao_null_flag,hem_xe_hoi,gan_cho_sieu_thi,gan_truong_hoc,gan_benh_vien,gan_cong_vien_ho_nuoc,Tổng số phòng,Pháp lý_Sổ đỏ,Pháp lý_không có,Nội thất_Cơ bản,Nội thất_Trống / Nhà thô,Nội thất_Đầy đủ,Quận_encoded
1436,32.0,4,10.0,3.0,0,0,1,1,1,0,1,7,0.0,0.0,0.0,0.0,1.0,11.504108090114467
1437,146.0,3,,3.0,0,1,0,0,0,0,0,12,1.0,0.0,0.0,1.0,0.0,8.442832785570205
1438,241.0,3,,3.0,0,1,0,0,0,0,0,13,0.0,0.0,0.0,1.0,0.0,44.69026545333514
1439,527.0,3,20.0,0.0,1,0,0,0,0,0,0,12,0.0,0.0,0.0,1.0,0.0,17.640442397803668
1440,74.0,2,15.0,0.0,1,0,0,0,0,0,0,5,0.0,0.0,0.0,1.0,0.0,15.25688957809374
1441,79.0,3,8.0,3.0,0,0,1,1,0,0,0,7,0.0,0.0,0.0,0.0,1.0,11.23594537682606
1442,55.0,2,6.0,2.0,0,0,0,0,0,0,0,5,1.0,0.0,0.0,1.0,0.0,8.442832785570205
1443,90.0,3,8.0,3.0,0,0,1,1,1,1,1,9,0.0,0.0,1.0,0.0,0.0,8.442832785570205
1444,50.0,4,5.0,0.0,1,0,1,0,0,0,0,10,0.0,0.0,0.0,1.0,0.0,24.61294356994541
1445,56.0,3,6.0,2.0,0,0,1,0,0,0,0,7,0.0,0.0,0.0,1.0,0.0,17.640442397803668
1446,40.0,7,20.0,3.0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,1.0,0.0,22.79348057598528
1447,76.0,4,8.0,2.0,0,0,1,0,0,1,0,9,0.0,0.0,0.0,1.0,0.0,8.442832785570205
1448,54.0,1,,0.0,1,1,0,1,1,0,0,5,0.0,0.0,0.0,1.0,0.0,8.442832785570205
1449,66.0,4,10.0,0.0,1,0,1,0,0,0,0,9,0.0,0.0,0.0,0.0,1.0,8.300633551777777
1450,58.0,4,5.0,3.0,0,0,1,0,1,0,0,9,0.0,0.0,0.0,0.0,1.0,9.226974492834636
1451,31.0,2,3.0,2.0,0,0,0,0,0,1,0,3,1.0,0.0,0.0,0.0,1.0,46.42285954678442
1452,30.0,2,12.0,3.0,0,0,0,0,1,0,0,4,0.0,0.0,0.0,1.0,0.0,11.524548031698988
1453,88.0,6,8.0,0.0,1,0,0,0,0,0,0,21,0.0,0.0,0.0,1.0,0.0,22.79348057598528
1454,25.0,3,,0.0,1,1,0,0,0,0,0,5,0.0,0.0,0.0,1.0,0.0,44.69026545333514
1455,36.0,4,4.0,3.0,0,0,0,0,1,0,0,8,0.0,0.0,0.0,1.0,0.0,15.25688957809374
1456,100.0,3,10.0,0.0,1,0,1,0,0,0,0,8,1.0,0.0,0.0,1.0,0.0,22.79348057598528
1457,56.0,5,6.0,3.0,0,0,1,1,1,1,0,9,0.0,0.0,0.0,0.0,1.0,8.442832785570205
1458,123.0,2,30.0,3.0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,1.0,0.0,22.79348057598528
1460,60.0,2,3.0,0.0,1,0,0,1,0,0,0,5,0.0,0.0,0.0,0.0,1.0,9.226974492834636
1461,123.0,2,,3.0,0,1,0,0,0,0,0,7,0.0,0.0,0.0,1.0,0.0,8.442832785570205
1462,55.0,4,,3.0,0,1,1,1,1,0,1,8,0.0,0.0,0.0,0.0,1.0,15.25688957809374
1463,33.0,2,7.0,2.0,0,0,1,1,1,0,0,4,0.0,0.0,0.0,1.0,0.0,11.23594537682606
1464,68.0,2,7.0,3.0,0,0,0,0,0,0,0,5,0.0,0.0,1.0,0.0,0.0,8.442832785570205
1465,80.0,3,8.0,0.0,1,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0,1.0,17.640442397803668
1466,96.0,4,8.0,3.0,0,0,0,0,0,0,0,10,1.0,0.0,0.0,1.0,0.0,8.442832785570205
1467,30.0,4,3.0,0.0,1,0,1,0,0,1,0,7,0.0,0.0,0.0,0.0,1.0,15.25688957809374
1468,11.0,3,2.0,3.0,0,0,1,1,0,0,0,4,0.0,0.0,0.0,0.0,1.0,44.69026545333514
1469,25.0,3,3.0,3.0,0,0,0,1,1,0,0,7,0.0,0.0,0.0,0.0,1.0,14.456084927947083
1470,41.0,2,2.0,2.0,0,0,1,0,0,0,0,5,0.0,0.0,1.0,0.0,0.0,11.524548031698988
1471,48.0,4,4.0,2.0,0,0,1,0,0,0,0,9,0.0,0.0,0.0,0.0,1.0,11.524548031698988
1472,63.0,3,12.0,0.0,1,0,0,0,1,0,1,6,0.0,0.0,0.0,1.0,0.0,15.25688957809374
1473,68.0,3,,0.0,1,1,1,1,1,0,0,8,0.0,0.0,0.0,1.0,0.0,9.618653544659924
1474,74.0,2,5.0,2.0,0,0,1,1,1,1,0,7,0.0,0.0,0.0,0.0,0.0,17.074597659317714
1475,47.0,2,5.0,0.0,1,0,1,0,1,1,0,5,1.0,0.0,0.0,1.0,0.0,44.69026545333514
1476,37.0,2,3.0,0.0,1,0,0,1,1,1,0,4,0.0,0.0,0.0,1.0,0.0,9.226974492834636
1477,30.0,5,,0.0,1,1,1,0,0,0,0,7,0.0,0.0,0.0,0.0,1.0,18.781854189609117
1478,51.0,5,7.0,0.0,1,0,1,1,1,0,0,9,0.0,0.0,0.0,0.0,1.0,8.442832785570205
1479,68.0,2,30.0,0.0,1,0,0,0,0,0,0,8,1.0,0.0,0.0,1.0,0.0,44.69026545333514
1480,40.0,2,3.0,1.0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,1.0,0.0,18.781854189609117
1481,55.0,5,5.0,2.0,0,0,1,0,0,0,0,9,0.0,0.0,1.0,0.0,0.0,11.23594537682606
1482,95.0,3,20.0,3.0,0,0,0,0,0,0,0,14,0.0,0.0,1.0,0.0,0.0,17.074597659317714
1483,58.0,5,8.0,3.0,0,0,1,1,1,0,1,10,0.0,0.0,0.0,0.0,1.0,8.442832785570205
1484,53.0,4,5.0,3.0,0,0,1,1,0,0,0,9,0.0,0.0,1.0,0.0,0.0,9.226974492834636
1485,46.0,2,,0.0,1,1,0,1,1,1,1,4,0.0,0.0,0.0,0.0,1.0,9.226974492834636
1486,75.0,5,8.0,0.0,1,0,0,1,0,0,0,10,0.0,0.0,0.0,0.0,1.0,11.524548031698988
1487,51.0,3,,3.0,0,1,1,0,1,0,0,10,0.0,0.0,0.0,1.0,0.0,15.25688957809374
1488,49.0,4,4.0,3.0,0,0,1,1,1,1,1,8,0.0,0.0,0.0,0.0,1.0,9.635508099625392
1489,32.0,2,3.0,3.0,0,0,1,1,0,0,0,5,0.0,0.0,0.0,0.0,1.0,11.524548031698988
1490,42.0,3,,0.0,1,1,0,1,1,0,0,9,0.0,0.0,1.0,0.0,0.0,22.79348057598528
1491,68.0,4,,2.0,0,1,1,1,0,0,0,9,0.0,0.0,0.0,1.0,0.0,13.674404235916532
1492,153.0,2,,3.0,0,1,1,0,0,0,0,9,0.0,0.0,0.0,0.0,1.0,18.781854189609117
1493,36.0,4,6.0,0.0,1,0,1,0,0,0,0,7,0.0,0.0,0.0,0.0,1.0,15.25688957809374
1494,56.0,4,2.0,3.0,0,0,1,1,1,0,0,9,0.0,0.0,0.0,0.0,1.0,14.456084927947083
1495,290.0,7,,3.0,0,1,0,0,0,0,0,45,0.0,0.0,0.0,1.0,0.0,15.25688957809374
1496,92.0,9,,3.0,0,1,0,0,0,0,0,8,0.0,0.0,0.0,0.0,1.0,44.69026545333514
1497,98.0,4,6.0,3.0,0,0,0,0,1,0,1,11,0.0,0.0,0.0,1.0,0.0,8.442832785570205
1498,50.0,3,6.0,0.0,1,0,1,0,0,0,0,7,0.0,0.0,0.0,0.0,1.0,8.300633551777777
1499,108.0,3,,3.0,0,1,0,0,0,0,0,11,1.0,0.0,0.0,1.0,0.0,46.42285954678442
1500,189.0,3,16.0,3.0,0,0,1,1,1,1,1,8,0.0,0.0,0.0,1.0,0.0,17.640442397803668
1501,80.0,3,6.0,2.0,0,0,1,0,0,0,0,11,0.0,0.0,0.0,0.0,1.0,44.69026545333514
1502,48.0,5,6.0,2.0,0,0,1,1,1,0,0,14,1.0,0.0,0.0,1.0,0.0,9.226974492834636
1503,128.0,1,6.0,2.0,0,0,1,1,1,1,0,2,0.0,0.0,0.0,0.0,1.0,24.61294356994541
1504,190.0,3,,3.0,0,1,0,1,1,1,0,8,0.0,0.0,0.0,1.0,0.0,11.23594537682606
1505,98.0,4,5.0,2.0,0,0,1,0,0,0,0,9,0.0,0.0,0.0,1.0,0.0,9.226974492834636
1506,58.0,4,8.0,0.0,1,0,1,0,1,0,0,8,0.0,0.0,0.0,0.0,0.0,12.664127058271283
1507,93.0,4,,3.0,0,1,0,0,0,0,0,7,0.0,0.0,1.0,0.0,0.0,46.42285954678442
1508,38.0,2,,3.0,0,1,0,0,0,0,0,5,0.0,0.0,0.0,0.0,1.0,44.69026545333514
1509,37.0,1,,3.0,0,1,0,1,1,0,1,3,0.0,0.0,0.0,1.0,0.0,9.226974492834636
1510,66.0,2,,3.0,0,1,0,0,0,0,0,8,0.0,0.0,0.0,1.0,0.0,22.79348057598528
1511,48.0,5,5.0,0.0,1,0,1,0,0,0,0,7,0.0,0.0,0.0,0.0,1.0,15.25688957809374
1512,97.0,7,8.0,2.0,0,0,1,0,0,0,0,22,0.0,0.0,0.0,1.0,0.0,44.69026545333514
1513,74.0,2,,0.0,1,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0,1.0,9.226974492834636
1514,386.0,10,,3.0,0,1,0,0,0,0,0,13,0.0,0.0,0.0,1.0,0.0,44.69026545333514
1515,40.0,3,3.0,3.0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,1.0,18.781854189609117
1516,75.0,3,6.0,0.0,1,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,1.0,8.300633551777777
1517,96.0,4,,3.0,0,1,1,0,0,0,0,10,0.0,0.0,0.0,1.0,0.0,44.69026545333514
1518,40.0,2,4.0,0.0,1,0,0,1,1,0,0,4,0.0,0.0,0.0,0.0,1.0,8.442832785570205
1519,70.0,2,3.0,0.0,1,0,0,0,0,0,0,8,0.0,0.0,0.0,1.0,0.0,13.674404235916532
1520,77.0,6,8.0,3.0,0,0,0,1,0,0,0,18,0.0,0.0,0.0,1.0,0.0,22.79348057598528
1521,56.0,3,,3.0,0,1,0,0,0,0,0,9,0.0,0.0,0.0,1.0,0.0,46.42285954678442
1522,177.0,4,10.0,3.0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,1.0,0.0,17.074597659317714
1523,82.0,5,12.0,3.0,0,0,0,0,0,0,1,9,0.0,0.0,0.0,0.0,1.0,46.42285954678442
1524,117.0,2,4.0,0.0,1,0,0,0,0,1,0,6,0.0,0.0,1.0,0.0,0.0,15.25688957809374
1525,52.0,5,7.0,0.0,1,0,1,0,1,0,0,9,0.0,0.0,0.0,0.0,0.0,11.23594537682606
1526,56.0,4,,3.0,0,1,0,1,1,1,0,7,0.0,0.0,0.0,1.0,0.0,13.674404235916532
1527,80.0,4,7.0,0.0,1,0,1,0,0,0,1,9,0.0,0.0,0.0,0.0,1.0,8.300633551777777
1528,36.0,3,,3.0,0,1,0,0,0,0,0,5,0.0,0.0,0.0,1.0,0.0,46.42285954678442
1529,42.0,1,5.0,0.0,1,0,0,0,1,0,0,4,0.0,0.0,0.0,1.0,0.0,11.23594537682606
1530,53.0,5,,3.0,0,1,0,0,0,0,0,8,1.0,0.0,0.0,1.0,0.0,44.69026545333514
1531,40.0,4,4.0,0.0,1,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,1.0,15.25688957809374
1532,279.0,2,,3.0,0,1,0,0,0,0,0,11,0.0,0.0,0.0,1.0,0.0,15.25688957809374
1533,50.0,2,2.0,3.0,0,0,1,0,0,0,0,4,0.0,0.0,1.0,0.0,0.0,18.781854189609117
1534,86.0,4,,3.0,0,1,0,0,0,0,0,13,0.0,0.0,0.0,1.0,0.0,18.473164499429945
1535,374.0,4,,3.0,0,1,0,0,0,0,0,15,0.0,0.0,0.0,1.0,0.0,24.61294356994541
1536,77.0,2,3.0,1.0,0,0,1,1,0,0,0,9,0.0,0.0,0.0,0.0,1.0,11.524548031698988
1537,27.0,3,,0.0,1,1,0,0,1,0,0,6,0.0,0.0,0.0,0.0,1.0,15.25688957809374
1538,100.0,4,8.0,2.0,0,0,1,0,0,0,0,11,0.0,0.0,0.0,0.0,1.0,46.42285954678442
1539,108.0,3,6.0,0.0,1,0,0,0,0,0,0,26,0.0,0.0,0.0,0.0,1.0,12.664127058271283
1540,181.0,2,6.0,2.0,0,0,1,1,1,0,0,16,0.0,0.0,1.0,0.0,0.0,13.674404235916532
1541,60.0,5,8.0,3.0,0,0,0,0,0,0,0,10,0.0,0.0,1.0,0.0,0.0,13.674404235916532
1542,120.0,3,25.0,0.0,1,0,0,0,0,0,0,17,0.0,0.0,0.0,1.0,0.0,11.524548031698988
1543,31.0,3,1.0,3.0,0,0,0,1,0,1,1,8,0.0,0.0,0.0,0.0,1.0,11.23594537682606
1544,224.0,2,12.0,3.0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,1.0,0.0,13.674404235916532
1545,66.0,3,3.0,3.0,0,0,1,0,0,0,0,12,0.0,0.0,0.0,0.0,1.0,11.524548031698988
1546,75.0,2,2.0,3.0,0,0,1,0,0,0,0,3,0.0,0.0,1.0,0.0,0.0,11.812222678951098
1547,100.0,3,,0.0,1,1,1,0,0,0,0,8,0.0,0.0,0.0,1.0,0.0,13.674404235916532
1548,21.0,4,,3.0,0,1,0,0,0,0,0,8,0.0,0.0,0.0,1.0,0.0,44.69026545333514
1549,77.0,2,24.0,3.0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,1.0,0.0,12.664127058271283
1550,32.0,4,5.0,2.0,0,0,1,1,0,0,0,7,0.0,0.0,0.0,0.0,1.0,9.226974492834636
1551,55.0,3,6.0,0.0,1,0,0,0,1,0,0,8,1.0,0.0,0.0,1.0,0.0,13.674404235916532
1552,145.0,4,8.0,3.0,0,0,0,0,0,0,0,36,0.0,0.0,0.0,0.0,1.0,17.074597659317714
1553,76.0,2,3.0,0.0,1,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,1.0,12.664127058271283
1554,72.0,4,30.0,3.0,0,0,0,0,0,0,0,11,0.0,0.0,0.0,1.0,0.0,12.664127058271283
1555,87.0,3,8.0,2.0,0,0,1,0,0,0,0,9,0.0,0.0,0.0,0.0,1.0,14.456084927947083
1556,54.0,2,8.0,2.0,0,0,1,0,1,0,0,5,0.0,0.0,0.0,0.0,1.0,17.640442397803668
1557,74.0,5,,2.0,0,1,1,0,0,0,0,20,0.0,0.0,1.0,0.0,0.0,44.69026545333514
1558,31.0,4,,0.0,1,1,1,0,0,0,0,10,0.0,0.0,0.0,0.0,1.0,18.781854189609117
1559,64.0,3,10.0,3.0,0,0,1,0,0,0,0,8,0.0,0.0,0.0,0.0,1.0,9.226974492834636
1560,328.0,4,,3.0,0,1,0,0,0,0,0,11,0.0,0.0,0.0,1.0,0.0,24.61294356994541
1561,53.0,3,4.0,2.0,0,0,1,0,0,0,0,7,0.0,0.0,0.0,0.0,1.0,15.25688957809374
1562,119.0,2,6.0,2.0,0,0,1,1,1,1,0,4,0.0,0.0,0.0,0.0,1.0,24.61294356994541
1563,62.0,3,6.0,3.0,0,0,1,0,0,0,0,6,0.0,0.0,0.0,1.0,0.0,17.074597659317714
1564,66.0,3,,3.0,0,1,0,0,0,0,0,8,0.0,0.0,0.0,1.0,0.0,22.79348057598528
1565,71.0,3,7.0,0.0,1,0,1,0,0,0,0,8,0.0,0.0,0.0,0.0,1.0,13.674404235916532
1566,46.0,3,,0.0,1,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0,1.0,15.25688957809374
1567,100.0,4,16.0,3.0,0,0,0,0,0,1,0,8,0.0,1.0,0.0,0.0,1.0,24.61294356994541
1568,91.0,3,,3.0,0,1,0,0,0,0,0,10,0.0,0.0,0.0,0.0,1.0,17.074597659317714
1569,147.0,4,,3.0,0,1,0,1,1,1,0,24,0.0,0.0,0.0,1.0,0.0,13.674404235916532
1570,130.0,2,12.0,3.0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,1.0,0.0,9.618653544659924
1571,33.0,4,16.0,3.0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.0,1.0,18.781854189609117
1572,179.0,3,,3.0,0,1,0,0,0,0,1,8,0.0,0.0,0.0,1.0,0.0,11.23594537682606
1573,27.0,3,5.0,3.0,0,0,1,1,1,1,0,5,0.0,0.0,1.0,0.0,0.0,22.79348057598528
1574,62.0,3,10.0,3.0,0,0,1,0,0,0,0,6,0.0,0.0,0.0,1.0,0.0,17.074597659317714
1575,81.0,2,5.0,3.0,0,0,1,0,0,0,0,4,0.0,0.0,1.0,0.0,0.0,12.664127058271283
1576,453.0,3,,0.0,1,1,0,0,0,0,0,10,0.0,0.0,0.0,0.0,1.0,17.640442397803668
1577,177.0,1,4.0,3.0,0,0,0,0,1,0,0,3,0.0,0.0,0.0,1.0,0.0,9.618653544659924
1578,42.0,3,,0.0,1,1,1,0,0,0,0,7,0.0,0.0,0.0,0.0,1.0,17.074597659317714
1579,51.0,2,4.0,2.0,0,0,1,0,0,0,0,4,0.0,0.0,0.0,0.0,1.0,12.664127058271283
1580,40.0,6,5.0,3.0,0,0,1,1,1,1,0,9,0.0,0.0,0.0,0.0,1.0,15.25688957809374
1581,52.0,2,,2.0,0,1,1,0,0,0,0,6,1.0,0.0,0.0,1.0,0.0,12.664127058271283
1582,60.0,4,3.0,3.0,0,0,1,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,8.300633551777777
1583,69.0,4,12.0,0.0,1,0,1,0,0,0,0,8,0.0,0.0,0.0,0.0,1.0,18.781854189609117
1584,50.0,4,8.0,2.0,0,0,1,0,0,0,0,9,1.0,0.0,0.0,1.0,0.0,13.674404235916532
1585,88.0,4,12.0,3.0,0,0,0,1,1,0,1,12,0.0,0.0,0.0,0.0,1.0,8.442832785570205
1586,30.0,3,8.0,3.0,0,0,1,1,0,0,0,7,0.0,0.0,1.0,0.0,0.0,9.226974492834636
1587,268.0,2,7.0,0.0,1,0,0,0,0,0,0,8,1.0,0.0,0.0,1.0,0.0,46.42285954678442
1588,80.0,5,10.0,3.0,0,0,0,1,1,1,0,12,0.0,0.0,0.0,1.0,0.0,13.737301913536498
1589,121.0,4,10.0,0.0,1,0,1,0,0,0,0,14,0.0,0.0,0.0,0.0,1.0,22.79348057598528
1590,60.0,1,,3.0,0,1,0,0,1,0,1,2,0.0,0.0,0.0,0.0,1.0,17.074597659317714
1591,62.0,2,8.0,2.0,0,0,1,0,1,0,1,6,0.0,0.0,0.0,1.0,0.0,14.456084927947083
1592,131.0,7,,0.0,1,1,0,0,0,0,0,20,0.0,0.0,0.0,1.0,0.0,17.074597659317714
1593,32.0,4,,3.0,0,1,1,0,0,0,0,6,0.0,0.0,0.0,1.0,0.0,9.226974492834636
1594,81.0,5,8.0,3.0,0,0,1,1,0,1,1,9,0.0,0.0,1.0,0.0,0.0,18.781854189609117
1595,62.0,4,5.0,0.0,1,0,0,1,0,0,0,8,0.0,0.0,0.0,1.0,0.0,12.664127058271283
1596,110.0,2,6.0,0.0,1,0,1,0,1,1,0,5,0.0,0.0,0.0,0.0,1.0,8.300633551777777
1597,325.0,5,,0.0,1,1,0,0,0,0,0,10,0.0,0.0,0.0,0.0,1.0,17.074597659317714
1598,102.0,4,8.0,3.0,0,0,1,0,0,0,0,10,0.0,0.0,0.0,0.0,1.0,15.25688957809374
1599,128.0,5,14.0,0.0,1,0,1,0,0,0,0,10,0.0,0.0,0.0,0.0,1.0,15.25688957809374
1600,51.0,4,12.0,3.0,0,0,0,0,1,0,1,10,0.0,0.0,0.0,1.0,0.0,8.442832785570205
1601,70.0,2,3.0,0.0,1,0,0,1,1,1,0,2,0.0,0.0,0.0,1.0,0.0,8.300633551777777
1602,35.0,2,,2.0,0,1,1,1,1,0,0,4,0.0,0.0,0.0,1.0,0.0,9.226974492834636
1603,47.0,3,6.0,0.0,1,0,1,1,1,0,0,7,0.0,0.0,0.0,0.0,1.0,11.23594537682606
1604,128.0,4,,0.0,1,1,0,0,0,0,0,9,0.0,0.0,0.0,0.0,1.0,13.674404235916532
1605,85.0,3,12.0,3.0,0,0,0,0,0,0,0,10,0.0,0.0,0.0,0.0,1.0,24.61294356994541
1606,50.0,4,5.0,3.0,0,0,1,1,0,1,0,8,0.0,0.0,1.0,0.0,0.0,18.781854189609117
1607,152.0,5,,3.0,0,1,0,0,0,0,0,12,0.0,0.0,0.0,1.0,0.0,22.79348057598528
1608,74.0,2,5.0,2.0,0,0,1,1,0,0,0,12,0.0,0.0,1.0,0.0,0.0,11.524548031698988
1609,52.0,4,5.0,0.0,1,0,1,0,0,0,0,8,0.0,0.0,0.0,0.0,1.0,15.25688957809374
1610,138.0,4,15.0,3.0,0,0,0,0,0,0,0,17,0.0,0.0,0.0,0.0,1.0,8.300633551777777
1611,49.0,4,5.0,3.0,0,0,1,1,0,0,0,8,0.0,0.0,0.0,1.0,0.0,18.473164499429945
1612,72.0,3,5.0,3.0,0,0,1,0,0,0,0,9,0.0,0.0,0.0,0.0,1.0,15.25688957809374
1613,86.0,4,,3.0,0,1,1,0,0,0,0,9,0.0,0.0,1.0,0.0,0.0,9.226974492834636
1614,68.0,6,,3.0,0,1,0,0,0,0,0,8,1.0,0.0,0.0,0.0,1.0,13.737301913536498
1615,201.0,2,3.0,2.0,0,0,1,1,0,0,0,13,0.0,0.0,0.0,1.0,0.0,15.25688957809374
1616,58.0,2,6.0,0.0,1,0,1,1,1,0,0,5,0.0,0.0,1.0,0.0,0.0,8.300633551777777
1617,68.0,5,,2.0,0,1,1,0,0,0,0,17,0.0,0.0,0.0,1.0,0.0,44.69026545333514
1618,121.0,3,,3.0,0,1,0,0,0,0,0,17,0.0,0.0,0.0,1.0,0.0,15.25688957809374
1619,88.0,5,,3.0,0,1,0,0,0,0,0,11,1.0,0.0,0.0,1.0,0.0,44.69026545333514
1620,112.0,5,8.0,3.0,0,0,0,1,1,0,0,9,0.0,0.0,0.0,0.0,1.0,8.442832785570205
1621,130.0,6,,0.0,1,1,0,0,0,0,0,34,1.0,0.0,0.0,1.0,0.0,17.074597659317714
1622,34.0,4,3.0,3.0,0,0,0,1,1,1,1,6,0.0,0.0,0.0,1.0,0.0,22.79348057598528
1623,57.0,6,,3.0,0,1,0,0,0,0,0,10,1.0,0.0,0.0,1.0,0.0,44.69026545333514
1624,66.0,3,,3.0,0,1,1,0,0,0,0,8,0.0,0.0,0.0,1.0,0.0,14.456084927947083
1625,51.0,2,4.0,0.0,1,0,1,0,0,0,0,4,0.0,0.0,0.0,0.0,1.0,9.226974492834636
1626,238.0,3,4.0,3.0,0,0,1,0,0,0,0,41,0.0,0.0,0.0,0.0,1.0,18.781854189609117
1627,40.0,2,,2.0,0,1,1,0,1,0,0,4,0.0,0.0,0.0,0.0,1.0,24.61294356994541
1628,22.0,2,3.0,0.0,1,0,1,0,0,0,0,4,0.0,0.0,0.0,0.0,1.0,11.524548031698988
1629,44.0,4,5.0,3.0,0,0,1,1,1,1,0,17,0.0,0.0,0.0,0.0,1.0,44.69026545333514
1630,102.0,1,,0.0,1,1,0,1,1,0,1,3,0.0,0.0,1.0,0.0,0.0,17.640442397803668
1631,85.0,1,7.0,0.0,1,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,1.0,8.300633551777777
1632,70.0,1,,0.0,1,1,0,1,0,1,1,8,0.0,0.0,0.0,1.0,0.0,22.79348057598528
1633,114.0,1,5.0,0.0,1,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,1.0,8.300633551777777
1634,53.0,4,,2.0,0,1,1,1,1,1,0,8,0.0,0.0,0.0,1.0,0.0,15.25688957809374
1635,29.0,6,8.0,3.0,0,0,0,0,1,0,0,9,0.0,0.0,0.0,0.0,1.0,44.69026545333514
1636,219.0,4,20.0,3.0,0,0,0,1,1,1,0,11,0.0,0.0,0.0,0.0,1.0,13.674404235916532
1637,268.0,4,13.0,3.0,0,0,0,1,1,1,1,10,0.0,0.0,1.0,0.0,0.0,13.674404235916532
1638,43.0,2,,3.0,0,1,1,0,0,0,0,4,0.0,0.0,0.0,1.0,0.0,22.79348057598528
1639,97.0,2,3.0,0.0,1,0,1,0,1,0,0,4,0.0,0.0,0.0,0.0,1.0,9.635508099625392
1640,43.0,4,4.0,0.0,1,0,1,0,0,0,0,9,0.0,0.0,1.0,0.0,0.0,15.25688957809374
1641,61.0,3,6.0,3.0,0,0,1,1,0,1,1,6,0.0,0.0,0.0,1.0,0.0,17.074597659317714
1642,133.0,4,12.0,3.0,0,0,0,1,1,0,0,31,0.0,0.0,0.0,0.0,1.0,11.524548031698988
1643,105.0,2,4.0,3.0,0,0,0,0,0,0,0,6,0.0,0.0,1.0,0.0,0.0,17.640442397803668
1644,92.0,9,,3.0,0,1,0,0,0,0,0,8,1.0,0.0,0.0,1.0,0.0,44.69026545333514
1645,74.0,2,6.0,3.0,0,0,1,0,0,0,0,7,0.0,0.0,0.0,0.0,1.0,24.61294356994541
1646,210.0,3,20.0,0.0,1,0,0,0,0,0,1,26,0.0,0.0,1.0,0.0,0.0,17.640442397803668
1647,50.0,2,4.0,2.0,0,0,1,1,1,1,0,4,0.0,0.0,1.0,0.0,0.0,9.226974492834636
1648,72.0,4,,3.0,0,1,0,1,1,0,0,12,0.0,0.0,0.0,1.0,0.0,15.25688957809374
1649,71.0,2,,0.0,1,1,0,0,0,0,0,8,0.0,0.0,0.0,0.0,1.0,12.664127058271283
1650,62.0,6,,3.0,0,1,0,0,0,0,0,11,0.0,0.0,1.0,0.0,0.0,22.79348057598528
1651,96.0,5,7.0,3.0,0,0,0,0,0,0,0,13,0.0,0.0,0.0,0.0,1.0,11.23594537682606
1652,78.0,5,6.0,3.0,0,0,1,0,0,0,0,8,0.0,0.0,1.0,0.0,0.0,9.226974492834636
1653,75.0,4,8.0,2.0,0,0,1,1,0,0,0,13,0.0,0.0,0.0,1.0,0.0,22.79348057598528
1654,62.0,4,10.0,3.0,0,0,0,1,0,0,1,8,0.0,0.0,0.0,1.0,0.0,13.674404235916532
1655,30.0,2,5.0,0.0,1,0,1,0,0,0,0,2,0.0,0.0,0.0,1.0,0.0,12.664127058271283
1656,62.0,1,,0.0,1,1,1,0,1,1,0,2,0.0,0.0,0.0,1.0,0.0,17.640442397803668
1657,63.0,5,8.0,3.0,0,0,1,0,0,0,0,15,0.0,0.0,0.0,1.0,0.0,44.69026545333514
1658,52.0,5,,2.0,0,1,1,0,0,0,0,11,0.0,0.0,0.0,0.0,1.0,9.226974492834636
1659,81.0,4,2.0,0.0,1,0,1,0,0,0,0,12,0.0,0.0,0.0,1.0,0.0,18.781854189609117
1660,40.0,3,,0.0,1,1,1,1,0,0,0,7,0.0,0.0,0.0,0.0,1.0,11.524548031698988
1661,68.0,2,7.0,3.0,0,0,1,1,1,0,1,4,0.0,0.0,0.0,0.0,1.0,8.442832785570205
1662,58.0,4,,3.0,0,1,1,0,0,0,0,11,0.0,0.0,0.0,1.0,0.0,46.42285954678442
1663,53.0,4,,3.0,0,1,0,1,1,0,1,5,0.0,0.0,0.0,1.0,0.0,13.674404235916532
1664,896.0,3,40.0,3.0,0,0,0,1,0,0,0,6,0.0,0.0,0.0,1.0,0.0,24.61294356994541
1665,90.0,4,,0.0,1,1,0,0,0,0,0,10,0.0,0.0,0.0,1.0,0.0,13.674404235916532
1666,58.0,3,,3.0,0,1,0,0,0,0,0,8,0.0,0.0,0.0,1.0,0.0,18.781854189609117
