,Diện tích,Số tầng,Đường vào,Loại đường vào,loai_duong_null_flag,duong_vao_null_flag,hem_xe_hoi,gan_cho_sieu_thi,gan_truong_hoc,gan_benh_vien,gan_cong_vien_ho_nuoc,Tổng số phòng,Pháp lý_Sổ đỏ,Pháp lý_không có,Nội thất_Cơ bản,Nội thất_Trống / Nhà thô,Nội thất_Đầy đủ,Quận_encoded
626,18.0,2,4.0,3.0,0,0,0,1,0,0,1,3,0.0,0.0,0.0,1.0,0.0,11.23594537682606
627,670.0,1,30.0,3.0,0,0,0,1,0,0,1,2,0.0,0.0,0.0,0.0,1.0,13.737301913536498
628,43.0,4,3.0,0.0,1,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,1.0,9.226974492834636
629,30.0,4,10.0,2.0,0,0,1,1,0,0,0,7,0.0,0.0,0.0,0.0,1.0,17.074597659317714
630,38.0,3,6.0,0.0,1,0,0,0,1,1,0,11,0.0,0.0,0.0,0.0,1.0,44.69026545333514
631,41.0,2,16.0,3.0,0,0,0,0,0,0,0,5,0.0,0.0,1.0,0.0,0.0,12.664127058271283
632,66.0,4,,2.0,0,1,1,1,1,0,0,8,0.0,0.0,0.0,0.0,1.0,13.674404235916532
633,44.0,2,3.0,3.0,0,0,0,1,1,1,0,5,0.0,0.0,0.0,0.0,1.0,15.25688957809374
634,57.0,7,30.0,3.0,0,0,0,0,0,0,0,10,0.0,0.0,0.0,1.0,0.0,44.69026545333514
635,91.0,1,,2.0,0,1,1,0,0,0,0,6,0.0,0.0,0.0,1.0,0.0,12.664127058271283
636,53.0,2,2.0,2.0,0,0,1,0,0,0,0,6,0.0,0.0,0.0,0.0,1.0,11.524548031698988
637,67.0,4,18.0,3.0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,1.0,46.42285954678442
638,60.0,3,6.0,2.0,0,0,1,0,0,0,0,5,1.0,0.0,0.0,1.0,0.0,18.781854189609117
639,52.0,3,5.0,0.0,1,0,0,0,1,0,0,8,0.0,0.0,1.0,0.0,0.0,24.61294356994541
640,29.0,2,,3.0,0,1,1,0,0,0,0,4,0.0,0.0,0.0,1.0,0.0,22.79348057598528
641,112.0,2,,3.0,0,1,0,0,0,0,0,5,0.0,0.0,0.0,1.0,0.0,24.61294356994541
642,76.0,4,,3.0,0,1,0,1,0,0,1,10,0.0,0.0,0.0,0.0,0.0,11.524548031698988
643,60.0,3,4.0,0.0,1,0,1,0,1,0,0,13,0.0,0.0,0.0,0.0,1.0,15.25688957809374
644,46.0,2,,2.0,0,1,1,0,0,0,0,5,0.0,0.0,0.0,1.0,0.0,12.664127058271283
645,50.0,4,6.0,3.0,0,0,1,0,0,0,0,9,0.0,0.0,0.0,1.0,0.0,8.300633551777777
646,98.0,3,,3.0,0,1,0,0,0,0,0,10,0.0,0.0,0.0,0.0,1.0,22.79348057598528
647,61.0,2,,3.0,0,1,1,0,0,0,0,7,0.0,0.0,0.0,1.0,0.0,46.42285954678442
648,74.0,1,8.0,0.0,1,0,1,1,0,0,0,2,0.0,0.0,0.0,1.0,0.0,12.664127058271283
649,63.0,1,3.0,0.0,1,0,0,1,1,0,0,3,0.0,0.0,1.0,0.0,0.0,8.300633551777777
650,112.0,4,12.0,3.0,0,0,0,0,0,0,0,17,0.0,0.0,0.0,0.0,1.0,17.074597659317714
651,91.0,5,,3.0,0,1,0,0,0,0,0,8,1.0,0.0,0.0,1.0,0.0,22.79348057598528
652,120.0,5,,3.0,0,1,0,0,0,0,0,17,1.0,0.0,0.0,1.0,0.0,8.442832785570205
653,40.0,4,,3.0,0,1,0,0,0,0,0,7,0.0,0.0,1.0,0.0,0.0,44.69026545333514
654,37.0,2,4.0,3.0,0,0,1,1,1,0,0,4,0.0,0.0,1.0,0.0,0.0,11.524548031698988
655,34.0,4,5.0,2.0,0,0,1,1,1,0,0,5,0.0,0.0,0.0,1.0,0.0,13.737301913536498
656,74.0,2,,2.0,0,1,1,0,0,0,0,6,0.0,0.0,0.0,0.0,1.0,11.524548031698988
657,62.0,3,,3.0,0,1,0,0,0,0,0,9,1.0,0.0,0.0,1.0,0.0,22.79348057598528
658,40.0,5,12.0,0.0,1,0,1,0,0,0,0,7,0.0,0.0,0.0,0.0,1.0,11.23594537682606
659,53.0,3,,0.0,1,1,0,0,1,0,0,7,0.0,0.0,0.0,0.0,0.0,8.442832785570205
660,60.0,3,6.0,0.0,1,0,1,1,0,0,0,5,0.0,0.0,0.0,1.0,0.0,9.226974492834636
661,100.0,1,8.0,3.0,0,0,1,0,1,0,0,10,0.0,0.0,1.0,0.0,0.0,11.23594537682606
662,222.0,4,,3.0,0,1,0,0,0,0,0,10,0.0,0.0,0.0,1.0,0.0,12.664127058271283
663,49.0,2,,0.0,1,1,0,0,0,0,0,6,0.0,0.0,0.0,0.0,1.0,17.074597659317714
664,52.0,4,16.0,3.0,0,0,0,1,1,1,1,7,0.0,0.0,0.0,1.0,0.0,13.674404235916532
665,104.0,3,,3.0,0,1,0,0,0,0,0,8,1.0,0.0,0.0,1.0,0.0,8.442832785570205
666,86.0,3,,2.0,0,1,1,0,0,0,0,10,0.0,0.0,0.0,1.0,0.0,14.456084927947083
667,140.0,1,20.0,3.0,0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.0,1.0,24.61294356994541
668,39.0,2,2.0,0.0,1,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,1.0,9.226974492834636
669,69.0,4,,2.0,0,1,1,0,0,0,0,8,0.0,0.0,0.0,1.0,0.0,46.42285954678442
670,37.0,5,,0.0,1,1,1,1,0,1,0,8,0.0,0.0,0.0,0.0,1.0,22.79348057598528
671,60.0,5,10.0,0.0,1,0,0,0,1,1,0,11,0.0,0.0,0.0,0.0,1.0,44.69026545333514
672,100.0,1,16.0,3.0,0,0,0,1,1,1,0,3,0.0,0.0,0.0,1.0,0.0,8.442832785570205
673,49.0,2,3.0,1.0,0,0,0,0,1,0,0,4,0.0,0.0,1.0,0.0,0.0,11.23594537682606
674,53.0,4,4.0,2.0,0,0,1,0,0,0,0,7,0.0,0.0,0.0,1.0,0.0,9.635508099625392
675,38.0,2,10.0,3.0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,1.0,12.664127058271283
676,76.0,3,,0.0,1,1,0,0,0,0,0,9,0.0,0.0,1.0,0.0,0.0,24.61294356994541
677,64.0,2,5.0,3.0,0,0,1,0,0,0,0,5,0.0,0.0,0.0,1.0,0.0,46.42285954678442
678,55.0,4,,3.0,0,1,0,1,1,1,0,7,0.0,0.0,1.0,0.0,0.0,13.737301913536498
679,125.0,1,20.0,3.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,1.0,13.674404235916532
680,41.0,2,3.0,3.0,0,0,1,1,1,0,0,7,0.0,0.0,0.0,1.0,0.0,9.635508099625392
681,68.0,4,6.0,3.0,0,0,0,1,0,1,0,9,0.0,0.0,0.0,0.0,1.0,11.23594537682606
682,21.0,3,2.0,3.0,0,0,1,1,1,0,0,4,0.0,0.0,0.0,0.0,1.0,11.504108090114467
683,65.0,5,8.0,0.0,1,0,0,0,0,0,0,13,0.0,0.0,0.0,0.0,1.0,9.226974492834636
684,69.0,4,6.0,0.0,1,0,0,0,0,0,0,18,0.0,0.0,0.0,0.0,1.0,44.69026545333514
685,88.0,4,,0.0,1,1,0,0,0,0,0,11,0.0,0.0,0.0,0.0,1.0,46.42285954678442
686,39.0,3,,0.0,1,1,0,0,0,0,0,5,0.0,0.0,1.0,0.0,0.0,18.473164499429945
687,77.0,1,4.0,2.0,0,0,1,0,0,0,0,3,0.0,0.0,1.0,0.0,0.0,13.674404235916532
688,90.0,1,,0.0,1,1,0,0,0,0,0,2,0.0,0.0,0.0,1.0,0.0,13.674404235916532
689,88.0,4,7.0,0.0,1,0,0,0,0,0,0,12,0.0,0.0,0.0,1.0,0.0,46.42285954678442
690,266.0,2,6.0,3.0,0,0,1,1,0,1,0,6,0.0,0.0,1.0,0.0,0.0,11.812222678951098
691,57.0,3,8.0,2.0,0,0,1,0,0,0,0,8,0.0,0.0,0.0,1.0,0.0,8.300633551777777
692,80.0,5,9.0,0.0,1,0,0,0,0,0,0,9,0.0,0.0,0.0,1.0,0.0,13.674404235916532
693,15.0,2,4.0,3.0,0,0,1,1,0,1,0,4,0.0,0.0,1.0,0.0,0.0,9.226974492834636
694,66.0,2,,3.0,0,1,0,0,0,0,1,4,0.0,0.0,1.0,0.0,0.0,22.79348057598528
695,27.0,2,,0.0,1,1,0,0,0,0,0,5,0.0,0.0,0.0,1.0,0.0,44.69026545333514
696,27.0,3,3.0,0.0,1,0,1,0,0,0,0,6,0.0,0.0,0.0,0.0,1.0,22.79348057598528
697,26.0,3,3.0,3.0,0,0,1,0,0,0,0,8,0.0,0.0,0.0,0.0,1.0,46.42285954678442
698,294.0,2,,3.0,0,1,0,0,0,0,0,36,0.0,0.0,0.0,1.0,0.0,12.664127058271283
699,55.0,2,7.0,3.0,0,0,0,1,1,0,0,5,0.0,0.0,0.0,0.0,1.0,8.442832785570205
700,61.0,2,7.0,0.0,1,0,0,0,0,0,1,6,0.0,0.0,0.0,1.0,0.0,46.42285954678442
701,34.0,3,,3.0,0,1,0,0,0,0,0,5,0.0,0.0,1.0,0.0,0.0,44.69026545333514
702,716.0,3,,0.0,1,1,0,0,0,0,0,5,0.0,0.0,0.0,1.0,0.0,13.674404235916532
703,90.0,3,20.0,3.0,0,0,0,1,1,0,0,8,0.0,0.0,1.0,0.0,0.0,11.23594537682606
704,161.0,6,,3.0,0,1,0,1,0,0,0,18,0.0,0.0,0.0,1.0,0.0,44.69026545333514
705,82.0,4,6.0,0.0,1,0,1,0,0,0,0,9,0.0,0.0,0.0,0.0,1.0,18.781854189609117
706,92.0,4,,0.0,1,1,0,0,1,0,0,9,0.0,0.0,0.0,0.0,1.0,18.781854189609117
707,200.0,4,,0.0,1,1,0,0,0,0,0,11,0.0,0.0,0.0,1.0,0.0,13.674404235916532
708,41.0,3,,3.0,0,1,1,1,0,0,0,7,0.0,0.0,0.0,0.0,1.0,9.226974492834636
709,23.0,4,,0.0,1,1,0,0,0,0,0,6,0.0,0.0,1.0,0.0,0.0,44.69026545333514
710,64.0,3,8.0,3.0,0,0,1,0,1,0,0,9,1.0,0.0,0.0,1.0,0.0,9.226974492834636
711,50.0,5,6.0,0.0,1,0,1,0,1,0,0,18,0.0,0.0,0.0,0.0,1.0,15.25688957809374
712,184.0,8,20.0,0.0,1,0,0,0,0,0,0,15,0.0,0.0,0.0,1.0,0.0,9.226974492834636
713,51.0,2,2.0,1.0,0,0,0,0,0,0,0,3,0.0,0.0,1.0,0.0,0.0,11.524548031698988
714,53.0,4,,0.0,1,1,1,0,0,0,0,8,0.0,0.0,0.0,1.0,0.0,46.42285954678442
715,56.0,4,6.0,3.0,0,0,0,1,1,0,1,7,0.0,0.0,0.0,1.0,0.0,13.674404235916532
716,60.0,4,5.0,0.0,1,0,1,0,0,0,0,10,0.0,0.0,0.0,1.0,0.0,11.524548031698988
717,56.0,2,3.0,3.0,0,0,0,1,1,0,0,5,0.0,0.0,1.0,0.0,0.0,11.524548031698988
718,58.0,4,3.0,1.0,0,0,1,0,0,0,1,9,0.0,0.0,0.0,0.0,1.0,11.524548031698988
719,77.0,2,,2.0,0,1,1,0,0,0,0,7,0.0,0.0,0.0,0.0,1.0,11.524548031698988
720,50.0,2,3.0,0.0,1,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,1.0,11.524548031698988
721,368.0,14,,3.0,0,1,0,0,0,0,0,14,0.0,0.0,0.0,1.0,0.0,46.42285954678442
722,50.0,3,,0.0,1,1,0,0,0,0,0,8,0.0,0.0,0.0,1.0,0.0,8.300633551777777
723,65.0,5,,0.0,1,1,1,0,0,0,0,12,0.0,0.0,0.0,1.0,0.0,18.781854189609117
724,140.0,1,20.0,0.0,1,0,0,0,0,0,0,10,0.0,0.0,0.0,0.0,1.0,24.61294356994541
725,45.0,6,,3.0,0,1,1,1,1,0,0,12,0.0,0.0,0.0,0.0,1.0,9.226974492834636
726,139.0,5,,3.0,0,1,0,0,0,0,0,13,0.0,0.0,0.0,0.0,1.0,13.674404235916532
727,90.0,4,20.0,3.0,0,0,0,0,0,0,0,10,0.0,0.0,0.0,1.0,0.0,13.674404235916532
728,57.0,5,20.0,0.0,1,0,0,1,1,1,1,22,0.0,0.0,1.0,0.0,0.0,15.25688957809374
729,263.0,5,12.0,2.0,0,0,1,0,0,0,0,9,0.0,0.0,0.0,1.0,0.0,44.69026545333514
730,72.0,3,,0.0,1,1,0,0,0,0,0,9,0.0,0.0,0.0,0.0,1.0,8.442832785570205
731,54.0,2,6.0,3.0,0,0,1,0,0,0,0,5,0.0,0.0,0.0,0.0,1.0,18.781854189609117
732,323.0,7,40.0,3.0,0,0,0,0,0,0,0,10,0.0,0.0,0.0,1.0,0.0,11.23594537682606
733,72.0,3,,3.0,0,1,1,0,0,0,0,10,0.0,0.0,0.0,1.0,0.0,18.781854189609117
734,40.0,3,4.0,3.0,0,0,0,0,1,0,0,6,0.0,0.0,0.0,0.0,1.0,15.25688957809374
735,64.0,4,,0.0,1,1,1,0,0,0,0,9,1.0,0.0,0.0,1.0,0.0,12.664127058271283
736,60.0,4,5.0,2.0,0,0,1,0,1,1,0,8,0.0,0.0,0.0,0.0,1.0,15.25688957809374
737,72.0,3,3.0,2.0,0,0,1,0,0,0,0,8,0.0,0.0,0.0,0.0,1.0,11.524548031698988
738,48.0,4,12.0,2.0,0,0,1,1,1,0,0,8,1.0,0.0,0.0,1.0,0.0,12.664127058271283
739,80.0,4,5.0,0.0,1,0,1,0,0,0,0,11,0.0,0.0,0.0,0.0,1.0,11.524548031698988
740,62.0,5,15.0,2.0,0,0,1,0,1,0,0,9,0.0,0.0,0.0,1.0,0.0,17.074597659317714
741,64.0,2,,0.0,1,1,1,0,0,0,0,4,0.0,0.0,0.0,1.0,0.0,11.524548031698988
742,59.0,2,4.0,3.0,0,0,1,1,0,0,0,8,0.0,0.0,1.0,0.0,0.0,9.226974492834636
743,42.0,3,3.0,3.0,0,0,1,0,0,0,0,7,0.0,0.0,0.0,1.0,0.0,14.456084927947083
744,61.0,3,,0.0,1,1,0,0,0,0,0,9,0.0,0.0,0.0,0.0,1.0,11.524548031698988
745,153.0,9,,0.0,1,1,0,0,0,0,0,13,0.0,1.0,0.0,1.0,0.0,44.69026545333514
746,170.0,6,,3.0,0,1,0,0,0,0,0,15,0.0,0.0,0.0,1.0,0.0,13.674404235916532
747,107.0,3,,0.0,1,1,1,1,1,1,1,10,1.0,0.0,0.0,0.0,1.0,22.79348057598528
748,60.0,2,5.0,0.0,1,0,1,0,0,0,0,5,1.0,0.0,1.0,0.0,0.0,15.25688957809374
749,88.0,2,12.0,3.0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,1.0,0.0,9.635508099625392
750,105.0,5,20.0,3.0,0,0,0,0,0,0,0,10,0.0,0.0,0.0,0.0,1.0,44.69026545333514
751,80.0,4,,0.0,1,1,0,0,1,0,1,9,1.0,0.0,0.0,1.0,0.0,17.640442397803668
752,31.0,3,8.0,2.0,0,0,1,0,0,0,0,6,0.0,0.0,0.0,0.0,1.0,9.635508099625392
753,127.0,4,8.0,3.0,0,0,0,0,0,0,0,8,0.0,0.0,1.0,0.0,0.0,24.61294356994541
754,52.0,4,6.0,0.0,1,0,1,0,0,0,0,7,0.0,0.0,0.0,0.0,1.0,11.23594537682606
755,34.0,2,3.0,0.0,1,0,0,0,0,0,0,5,0.0,0.0,1.0,0.0,0.0,24.61294356994541
756,56.0,5,6.0,0.0,1,0,1,0,1,0,0,11,0.0,0.0,0.0,0.0,1.0,11.23594537682606
757,68.0,3,6.0,2.0,0,0,1,1,1,0,0,7,0.0,0.0,0.0,1.0,0.0,11.23594537682606
758,42.0,2,,0.0,1,1,0,0,0,0,0,4,0.0,0.0,0.0,0.0,1.0,15.25688957809374
759,112.0,3,6.0,2.0,0,0,1,0,0,0,0,8,1.0,0.0,1.0,0.0,0.0,44.69026545333514
760,88.0,4,,2.0,0,1,1,1,0,0,0,13,1.0,0.0,0.0,1.0,0.0,44.69026545333514
761,77.0,4,7.0,0.0,1,0,1,0,0,0,0,8,0.0,0.0,0.0,0.0,1.0,11.23594537682606
762,233.0,3,,0.0,1,1,0,0,1,1,1,9,1.0,0.0,0.0,1.0,0.0,17.074597659317714
763,60.0,4,,2.0,0,1,1,0,0,0,0,15,1.0,0.0,0.0,1.0,0.0,44.69026545333514
764,44.0,5,,2.0,0,1,1,0,0,0,0,10,0.0,0.0,0.0,1.0,0.0,22.79348057598528
765,75.0,5,6.0,3.0,0,0,1,0,0,0,0,18,0.0,0.0,0.0,1.0,0.0,15.25688957809374
766,50.0,3,6.0,3.0,0,0,1,0,0,0,0,9,0.0,0.0,0.0,1.0,0.0,11.524548031698988
767,104.0,4,,0.0,1,1,0,0,0,0,0,12,0.0,0.0,0.0,1.0,0.0,11.524548031698988
768,67.0,3,,3.0,0,1,0,0,1,1,0,10,0.0,0.0,0.0,1.0,0.0,17.074597659317714
769,85.0,1,7.0,0.0,1,0,1,1,1,0,0,10,0.0,0.0,1.0,0.0,0.0,8.300633551777777
770,64.0,4,8.0,0.0,1,0,0,1,0,0,0,9,0.0,0.0,0.0,0.0,1.0,11.524548031698988
771,36.0,2,3.0,0.0,1,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,1.0,17.074597659317714
772,93.0,4,8.0,3.0,0,0,1,0,0,1,0,10,0.0,0.0,0.0,1.0,0.0,15.25688957809374
773,76.0,2,,0.0,1,1,0,1,1,1,0,2,1.0,0.0,0.0,1.0,0.0,13.737301913536498
774,52.0,2,4.0,3.0,0,0,1,1,1,0,0,5,0.0,0.0,1.0,0.0,0.0,15.25688957809374
775,72.0,4,,0.0,1,1,0,0,0,1,0,9,0.0,0.0,0.0,1.0,0.0,18.473164499429945
776,67.0,1,,0.0,1,1,0,0,1,1,0,7,0.0,0.0,0.0,1.0,0.0,8.300633551777777
777,56.0,4,8.0,3.0,0,0,0,0,1,1,0,9,0.0,0.0,0.0,1.0,0.0,14.456084927947083
778,14.0,3,4.0,2.0,0,0,1,0,0,0,0,4,0.0,0.0,0.0,1.0,0.0,14.456084927947083
779,16.0,3,6.0,3.0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,1.0,0.0,46.42285954678442
780,42.0,2,4.0,2.0,0,0,1,0,0,0,0,4,0.0,0.0,0.0,1.0,0.0,46.42285954678442
781,50.0,1,2.0,0.0,1,0,0,0,0,0,0,2,0.0,0.0,1.0,0.0,0.0,8.300633551777777
782,70.0,2,,2.0,0,1,1,0,0,0,0,8,0.0,0.0,0.0,1.0,0.0,18.781854189609117
783,41.0,4,6.0,0.0,1,0,1,0,0,0,0,8,0.0,0.0,0.0,0.0,1.0,15.25688957809374
784,67.0,4,5.0,3.0,0,0,1,0,1,1,0,9,0.0,0.0,0.0,0.0,1.0,9.226974492834636
785,118.0,4,,0.0,1,1,0,0,0,0,1,28,0.0,0.0,0.0,0.0,1.0,15.25688957809374
786,56.0,3,7.0,2.0,0,0,1,0,0,0,0,7,0.0,0.0,0.0,0.0,1.0,11.23594537682606
787,80.0,3,8.0,0.0,1,0,0,1,1,0,1,9,0.0,0.0,0.0,0.0,1.0,8.300633551777777
788,98.0,5,8.0,0.0,1,0,0,0,1,0,0,11,0.0,0.0,0.0,1.0,0.0,8.300633551777777
789,64.0,3,,2.0,0,1,1,0,0,0,0,9,0.0,0.0,0.0,1.0,0.0,44.69026545333514
790,56.0,4,12.0,3.0,0,0,0,0,0,0,0,11,0.0,0.0,0.0,1.0,0.0,44.69026545333514
791,71.0,4,20.0,3.0,0,0,0,0,0,0,0,12,0.0,0.0,0.0,1.0,0.0,22.79348057598528
792,56.0,5,5.0,3.0,0,0,1,0,0,0,0,9,0.0,0.0,0.0,0.0,1.0,15.25688957809374
793,60.0,5,,3.0,0,1,0,0,0,0,0,11,0.0,0.0,0.0,1.0,0.0,44.69026545333514
794,60.0,4,,3.0,0,1,0,0,0,0,0,8,0.0,0.0,0.0,1.0,0.0,44.69026545333514
795,67.0,4,8.0,3.0,0,0,0,1,1,0,1,9,0.0,0.0,0.0,0.0,1.0,8.300633551777777
796,140.0,3,12.0,3.0,0,0,0,0,0,0,0,17,0.0,0.0,0.0,1.0,0.0,11.812222678951098
797,43.0,2,4.0,3.0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,1.0,22.79348057598528
798,20.0,2,,1.0,0,1,0,0,0,0,0,4,0.0,0.0,0.0,1.0,0.0,9.226974492834636
799,246.0,5,20.0,0.0,1,0,0,0,0,0,0,40,0.0,0.0,1.0,0.0,0.0,46.42285954678442
800,95.0,3,7.0,3.0,0,0,1,0,0,0,0,9,0.0,0.0,0.0,1.0,0.0,46.42285954678442
801,40.0,2,2.0,0.0,1,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,1.0,9.226974492834636
802,40.0,4,4.0,2.0,0,0,1,0,0,0,0,6,0.0,0.0,0.0,0.0,1.0,11.23594537682606
803,322.0,2,6.0,2.0,0,0,1,0,0,0,0,8,0.0,0.0,0.0,0.0,1.0,11.524548031698988
804,164.0,8,25.0,3.0,0,0,0,0,0,0,0,14,0.0,0.0,0.0,0.0,1.0,15.25688957809374
805,173.0,3,4.0,2.0,0,0,1,0,0,0,0,9,0.0,0.0,0.0,0.0,1.0,24.61294356994541
806,18.0,5,8.0,3.0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,1.0,0.0,11.524548031698988
807,21.0,5,4.0,2.0,0,0,1,0,1,1,0,9,0.0,0.0,0.0,0.0,1.0,18.473164499429945
808,45.0,2,,0.0,1,1,0,1,0,1,1,4,0.0,0.0,0.0,0.0,1.0,22.79348057598528
809,67.0,3,,0.0,1,1,1,0,1,0,0,7,0.0,0.0,0.0,1.0,0.0,13.674404235916532
810,70.0,2,8.0,1.0,0,0,0,1,1,0,0,3,0.0,0.0,1.0,0.0,0.0,12.664127058271283
811,58.0,4,,3.0,0,1,0,0,0,0,1,20,0.0,0.0,0.0,1.0,0.0,22.79348057598528
812,97.0,4,20.0,0.0,1,0,0,0,0,0,0,11,0.0,0.0,0.0,1.0,0.0,22.79348057598528
813,214.0,7,,2.0,0,1,1,0,0,0,0,14,0.0,0.0,1.0,0.0,0.0,22.79348057598528
814,15.0,2,4.0,2.0,0,0,1,0,0,0,0,4,0.0,0.0,0.0,1.0,0.0,11.23594537682606
815,266.0,2,10.0,3.0,0,0,0,1,0,1,0,5,0.0,0.0,0.0,0.0,1.0,11.812222678951098
816,136.0,3,,0.0,1,1,1,0,0,0,0,7,0.0,0.0,0.0,1.0,0.0,22.79348057598528
817,170.0,8,20.0,3.0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,1.0,44.69026545333514
818,236.0,2,14.0,3.0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,1.0,0.0,12.664127058271283
819,34.0,3,12.0,3.0,0,0,0,0,0,0,0,4,0.0,0.0,1.0,0.0,0.0,44.69026545333514
820,61.0,1,6.0,3.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,1.0,0.0,11.812222678951098
821,52.0,4,7.0,2.0,0,0,1,0,0,0,0,9,0.0,0.0,0.0,0.0,1.0,8.442832785570205
822,54.0,3,6.0,3.0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,1.0,0.0,12.664127058271283
823,52.0,3,6.0,0.0,1,0,1,0,0,0,0,7,1.0,0.0,0.0,0.0,1.0,17.074597659317714
824,62.0,2,3.0,0.0,1,0,0,0,0,0,0,5,0.0,0.0,0.0,1.0,0.0,11.524548031698988
825,80.0,4,8.0,0.0,1,0,0,1,1,0,0,9,0.0,0.0,0.0,0.0,1.0,8.300633551777777
826,54.0,6,30.0,3.0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,1.0,0.0,46.42285954678442
827,51.0,2,,0.0,1,1,0,1,1,1,0,8,0.0,0.0,0.0,0.0,1.0,13.674404235916532
828,108.0,2,4.0,3.0,0,0,1,0,0,0,0,5,0.0,0.0,0.0,0.0,1.0,11.504108090114467
829,33.0,3,12.0,3.0,0,0,0,1,0,0,1,6,0.0,0.0,0.0,1.0,0.0,14.456084927947083
830,42.0,5,30.0,3.0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,1.0,0.0,44.69026545333514
831,40.0,2,,3.0,0,1,0,0,0,0,0,4,0.0,0.0,0.0,0.0,1.0,22.79348057598528
832,100.0,5,,3.0,0,1,0,0,0,0,0,8,0.0,1.0,0.0,1.0,0.0,24.61294356994541
833,41.0,4,4.0,3.0,0,0,1,0,0,0,0,7,0.0,0.0,1.0,0.0,0.0,15.25688957809374
834,181.0,5,12.0,0.0,1,0,0,0,0,0,0,24,0.0,0.0,0.0,1.0,0.0,12.664127058271283
835,26.0,2,4.0,3.0,0,0,1,1,1,1,1,4,0.0,0.0,1.0,0.0,0.0,17.074597659317714
836,24.0,4,,3.0,0,1,1,0,0,0,0,6,0.0,0.0,1.0,0.0,0.0,22.79348057598528
837,30.0,4,,3.0,0,1,0,0,0,0,0,7,0.0,0.0,0.0,1.0,0.0,44.69026545333514
838,312.0,5,,3.0,0,1,0,0,0,0,0,12,0.0,0.0,0.0,1.0,0.0,24.61294356994541
839,117.0,5,5.0,3.0,0,0,0,0,0,0,0,17,0.0,0.0,0.0,0.0,1.0,9.618653544659924
840,146.0,2,6.0,3.0,0,0,1,0,0,0,0,5,0.0,0.0,1.0,0.0,0.0,8.300633551777777
841,89.0,5,,0.0,1,1,0,0,0,0,0,24,0.0,0.0,0.0,0.0,1.0,18.781854189609117
842,59.0,5,,3.0,0,1,0,0,0,0,0,15,0.0,0.0,0.0,1.0,0.0,46.42285954678442
843,241.0,2,,3.0,0,1,0,0,0,1,0,13,0.0,0.0,0.0,1.0,0.0,46.42285954678442
844,140.0,4,20.0,3.0,0,0,1,1,1,0,1,9,0.0,0.0,0.0,1.0,0.0,8.442832785570205
845,161.0,5,25.0,3.0,0,0,0,0,0,0,0,18,0.0,0.0,0.0,1.0,0.0,13.674404235916532
846,61.0,4,6.0,3.0,0,0,1,0,0,0,0,11,0.0,0.0,0.0,1.0,0.0,44.69026545333514
847,47.0,5,6.0,0.0,1,0,1,0,0,0,0,11,0.0,0.0,0.0,1.0,0.0,15.25688957809374
848,84.0,5,,0.0,1,1,0,0,0,0,0,12,0.0,0.0,0.0,1.0,0.0,17.640442397803668
849,270.0,3,,0.0,1,1,0,0,0,0,1,9,0.0,0.0,0.0,0.0,1.0,24.61294356994541
850,67.0,5,8.0,2.0,0,0,1,0,0,0,0,8,0.0,0.0,0.0,0.0,1.0,13.674404235916532
851,81.0,4,8.0,0.0,1,0,0,0,1,0,1,9,0.0,0.0,0.0,1.0,0.0,8.300633551777777
852,76.0,2,20.0,0.0,1,0,0,1,0,0,0,9,1.0,0.0,0.0,1.0,0.0,12.664127058271283
853,80.0,4,6.0,0.0,1,0,1,1,1,1,0,9,0.0,0.0,0.0,0.0,1.0,9.226974492834636
854,100.0,3,,3.0,0,1,0,0,0,0,0,8,0.0,0.0,0.0,1.0,0.0,11.524548031698988
855,43.0,2,4.0,3.0,0,0,1,0,0,0,0,4,0.0,0.0,0.0,1.0,0.0,18.781854189609117
856,51.0,2,,0.0,1,1,0,1,1,0,0,4,0.0,0.0,0.0,0.0,1.0,13.674404235916532
857,52.0,4,4.0,2.0,0,0,1,1,1,1,0,8,0.0,0.0,0.0,0.0,1.0,17.074597659317714
858,71.0,4,6.0,2.0,0,0,1,0,0,0,1,10,0.0,0.0,0.0,0.0,1.0,18.781854189609117
859,86.0,5,8.0,0.0,1,0,1,0,0,0,0,11,0.0,0.0,0.0,0.0,1.0,18.781854189609117
